,result
706,42.49789841024023
707,34.4977263042669
708,66.49845612769644
709,7.497279648839259
710,98.50193402247828
711,64.5005721016592
712,78.50113960374108
713,23.498806209659495
714,93.49912807430573
715,90.50161820704358
716,37.499435279070646
717,21.49747266590009
718,45.49796514225197
719,21.49747266590009
720,19.498617110254738
721,56.50024221580472
722,84.50137969728053
723,73.50093818240967
724,43.497920535653265
725,40.49785453675878
726,43.497920535653265
727,83.50133979629513
728,20.497455104493678
729,12.497331455611251
730,51.500033472833664
731,25.498898825407753
732,24.49885266141529
733,94.5017764117639
734,48.498032883852375
735,75.49867609556253
736,46.49798761552906
737,11.498216132068796
738,27.49899035688665
739,86.49895062757071
740,36.49776843790718
741,42.499651609146916
742,87.50149913975292
743,1.4973072584422384
744,86.49895062757071
745,80.50121982170037
746,51.500033472833664
747,94.4991535797694
748,72.5008977397585
749,46.49798761552906
750,13.497344822546621
751,7.497279648839259
752,11.498216132068796
753,0.49741002094229003
754,58.500325131878775
755,59.500366474060414
756,49.499949343444364
757,74.50097857084108
758,99.49928165220967
759,24.497527367613607
760,81.49882513915833
761,36.49776843790718
762,18.497421147071538
763,16.498471065585967
764,38.49781119836647
765,22.498759451155845
766,78.49875039636257
767,54.500158976830924
768,23.497508819905054
769,92.49910260654778
770,22.498759451155845
771,59.49828853622061
772,42.49789841024023
773,26.497565309217226
774,93.49912807430573
775,34.4977263042669
776,4.497810544335434
777,5.497874975149203
778,78.49875039636257
779,99.50197333664525
780,81.49882513915833
781,4.497810544335434
782,3.4977418011973693
783,52.49812461718746
784,86.49895062757071
785,54.49817103612839
786,47.49986481949906
787,29.49908092258803
788,37.499435279070646
789,32.49921517110501
790,5.497874975149203
791,7.497279648839259
792,0.49741002094229003
793,65.50061302251336
794,53.50011723066196
795,34.4977263042669
796,1.4973072584422384
797,78.50113960374108
798,25.497546203085502
799,94.5017764117639
800,15.498421385297673
801,52.49812461718746
802,4.497269495406533
803,37.499435279070646
804,6.497936342785751
805,21.49747266590009
806,28.497604272986656
807,47.49986481949906
808,28.497604272986656
809,83.49887520113023
810,83.49887520113023
811,18.498568885171277
812,79.49877526276666
813,39.49783279812755
814,25.498898825407753
815,6.497273695884909
816,46.49798761552906
817,74.4986514314052
818,85.50141955434046
819,53.50011723066196
820,28.497604272986656
821,22.498759451155845
822,91.50165781602797
823,88.50153886958503
824,31.499170620875883
825,69.50077607494822
826,96.50185528903262
827,66.50065387883504
828,39.49783279812755
829,96.49920470142925
830,6.497273695884909
831,36.49776843790718
832,5.497270064057115
833,21.498712364735773
834,88.50153886958503
835,73.50093818240967
836,73.50093818240967
837,73.49862682037221
838,55.500200637773816
839,48.498032883852375
840,32.49768485363869
841,14.497358912262357
842,45.49977987552823
843,64.5005721016592
844,18.497421147071538
845,52.49812461718746
846,72.5008977397585
847,74.4986514314052
848,71.49857776209922
849,79.50117973680133
850,86.50145936824771
851,45.49796514225197
852,25.497546203085502
853,35.497747289410874
854,42.499651609146916
855,25.498898825407753
856,6.497936342785751
857,43.49969448319821
858,14.497358912262357
859,82.50129985058794
860,86.50145936824771
861,21.498712364735773
862,55.49819437464984
863,76.50105918938979
864,19.498617110254738
865,29.497624103762604
866,11.498216132068796
867,24.49885266141529
868,96.49920470142925
869,35.497747289410874
870,76.4987008117852
871,41.49787640908383
872,31.49766440440344
873,31.49766440440344
874,93.5017369177632
875,98.50193402247828
876,28.497604272986656
877,61.500448936410265
878,9.497296731835176
879,75.49867609556253
880,59.500366474060414
881,30.497644151149814
882,68.49850460178885
883,37.499435279070646
884,70.4985533171664
885,74.50097857084108
886,81.49882513915833
887,12.498268579845488
888,44.499737237303115
889,85.50141955434046
890,18.498568885171277
891,14.497358912262357
892,42.499651609146916
893,55.49819437464984
894,39.49783279812755
895,76.4987008117852
896,75.49867609556253
897,64.5005721016592
898,27.497584670535296
899,68.50073540367134
900,68.49850460178885
901,2.497283730723348
902,14.497358912262357
903,36.49776843790718
904,96.50185528903262
905,13.498320212374464
906,75.49867609556253
907,86.50145936824771
908,79.49877526276666
909,27.497584670535296
910,89.5015785584524
911,97.49923031647197
912,33.497705489737285
913,40.49785453675878
914,44.49794278101273
915,40.49785453675878
916,78.50113960374108
917,95.49917912233863
918,77.49872557904894
919,40.49785453675878
920,74.50097857084108
921,21.49747266590009
922,55.49819437464984
923,50.499991455967425
924,0.49741002094229003
925,37.49778974299476
926,15.497373648552115
927,7.4979953892957525
928,71.49857776209922
929,18.498568885171277
930,86.50145936824771
931,65.50061302251336
932,34.49930371940548
933,93.49912807430573
934,64.5005721016592
935,13.497344822546621
936,35.49934773372585
937,38.49947882316328
938,77.5010994215904
939,17.497404815918618
940,92.49910260654778
941,90.49905178663221
942,56.498217796083296
943,60.49831226812715
944,40.4995654836997
945,85.49892544201367
946,2.497283730723348
947,60.49831226812715
948,5.497874975149203
949,52.49812461718746
950,84.49890029960918
951,52.500075396843144
952,26.498944718740365
953,59.49828853622061
954,34.49930371940548
955,58.500325131878775
956,24.49885266141529
957,26.497565309217226
958,47.49801019720983
959,1.4973072584422384
960,21.498712364735773
961,91.49907717711216
962,5.497270064057115
963,7.4979953892957525
964,41.49787640908383
965,30.499125874665175
966,23.498806209659495
967,77.49872557904894
968,66.49845612769644
969,76.4987008117852
970,27.49899035688665
971,65.50061302251336
972,54.500158976830924
973,47.49801019720983
974,71.49857776209922
975,12.497331455611251
976,95.50181586865887
977,27.49899035688665
978,27.497584670535296
979,25.498898825407753
980,59.49828853622061
981,15.498421385297673
982,15.498421385297673
983,79.50117973680133
984,85.49892544201367
985,3.4972732390802506
986,49.499949343444364
987,73.50093818240967
988,65.50061302251336
989,34.4977263042669
990,72.5008977397585
991,93.5017369177632
992,62.498359948455445
993,35.497747289410874
994,93.49912807430573
995,80.49880017733201
996,92.50169738605666
997,83.49887520113023
998,29.49908092258803
999,48.498032883852375
1000,24.497527367613607
1001,73.50093818240967
1002,41.49787640908383
1003,54.500158976830924
1004,30.499125874665175
1005,23.497508819905054
1006,72.49860226355904
1007,39.49952222286656
1008,42.49789841024023
1009,19.498617110254738
1010,35.49934773372585
1011,0.49741002094229003
1012,63.50053111475397
1013,62.498359948455445
1014,6.497273695884909
1015,80.50121982170037
1016,9.497296731835176
1017,95.50181586865887
1018,20.497455104493678
1019,65.50061302251336
1020,31.499170620875883
1021,92.50169738605666
1022,68.50073540367134
1023,20.49866492667785
1024,8.4972874394331
1025,25.497546203085502
1026,82.50129985058794
1027,35.497747289410874
1028,53.50011723066196
1029,69.50077607494822
1030,25.498898825407753
1031,15.497373648552115
1032,18.498568885171277
1033,22.49749057894437
1034,61.500448936410265
1035,23.497508819905054
1036,79.49877526276666
1037,79.49877526276666
1038,52.49812461718746
1039,16.497388967728163
1040,85.49892544201367
1041,20.49866492667785
1042,59.500366474060414
1043,49.49805567219321
1044,66.50065387883504
1045,50.498078559134534
1046,2.497283730723348
1047,99.49928165220967
1048,77.49872557904894
1049,95.49917912233863
1050,89.49902643575902
1051,6.497936342785751
1052,15.498421385297673
1053,28.499035753899648
1054,35.497747289410874
1055,37.499435279070646
1056,91.49907717711216
1057,25.497546203085502
1058,70.4985533171664
1059,32.49921517110501
1060,67.49848033391044
1061,15.497373648552115
1062,5.497270064057115
1063,91.50165781602797
1064,1.4973072584422384
1065,90.50161820704358
1066,20.497455104493678
1067,53.498147782833016
1068,75.50101890614812
1069,29.49908092258803
1070,35.497747289410874
1071,40.4995654836997
1072,44.499737237303115
1073,62.498359948455445
1074,11.4973189039236
1075,48.498032883852375
1076,84.49890029960918
1077,87.50149913975292
1078,0.49741002094229003
1079,8.49805259816626
1080,45.49796514225197
1081,13.497344822546621
1082,33.49925953447074
1083,60.50040774161826
1084,47.49986481949906
1085,79.49877526276666
1086,31.49766440440344
1087,11.498216132068796
1088,62.50049006021864
1089,8.49805259816626
1090,9.498108305228525
1091,15.498421385297673
1092,33.497705489737285
1093,15.498421385297673
1094,54.49817103612839
1095,12.498268579845488
1096,96.50185528903262
1097,67.50069467208539
1098,52.500075396843144
1099,51.49810154173262
1100,40.4995654836997
1101,30.499125874665175
1102,53.498147782833016
1103,30.499125874665175
1104,11.498216132068796
1105,42.499651609146916
1106,16.497388967728163
1107,93.49912807430573
1108,22.49749057894437
1109,2.497283730723348
1110,78.49875039636257
1111,18.498568885171277
1112,55.49819437464984
1113,23.498806209659495
1114,78.50113960374108
1115,96.50185528903262
1116,85.50141955434046
1117,28.497604272986656
1118,29.497624103762604
1119,31.499170620875883
1120,97.50189467345425
1121,35.49934773372585
1122,25.498898825407753
1123,0.49741002094229003
1124,3.4977418011973693
1125,60.50040774161826
1126,91.50165781602797
1127,77.5010994215904
1128,45.49977987552823
1129,39.49952222286656
1130,93.49912807430573
1131,97.49923031647197
1132,93.49912807430573
1133,11.4973189039236
1134,15.498421385297673
1135,74.4986514314052
1136,22.49749057894437
1137,41.499608610838976
1138,73.49862682037221
1139,77.5010994215904
1140,71.50085724175398
1141,26.497565309217226
1142,1.4975777829066887
1143,73.49862682037221
1144,77.5010994215904
1145,67.50069467208539
1146,69.49852892997632
1147,15.498421385297673
1148,0.49741002094229003
1149,94.4991535797694
1150,3.4977418011973693
1151,26.498944718740365
1152,77.5010994215904
1153,41.499608610838976
1154,81.50125985933838
1155,2.497283730723348
1156,49.49805567219321
1157,66.49845612769644
1158,14.497358912262357
1159,40.49785453675878
1160,78.49875039636257
1161,92.49910260654778
1162,69.50077607494822
1163,51.49810154173262
1164,15.497373648552115
1165,76.4987008117852
1166,14.497358912262357
1167,14.498371122123071
1168,8.4972874394331
1169,21.49747266590009
1170,81.49882513915833
1171,94.4991535797694
1172,87.50149913975292
1173,44.499737237303115
1174,1.4975777829066887
1175,89.49902643575902
1176,22.49749057894437
1177,27.49899035688665
1178,58.500325131878775
1179,47.49986481949906
1180,90.49905178663221
1181,54.49817103612839
1182,54.49817103612839
1183,4.497810544335434
1184,65.49843198455375
1185,17.498520216859863
1186,57.498241298217536
1187,1.4975777829066887
1188,36.49776843790718
1189,95.50181586865887
1190,99.49928165220967
1191,58.49826487893794
1192,31.499170620875883
1193,44.49794278101273
1194,4.497269495406533
1195,12.498268579845488
1196,77.49872557904894
1197,78.49875039636257
1198,0.49741002094229003
1199,55.500200637773816
1200,7.4979953892957525
1201,36.49939158469388
1202,98.49925596691222
1203,96.49920470142925
1204,75.50101890614812
1205,6.497936342785751
1206,85.50141955434046
1207,47.49801019720983
1208,78.49875039636257
1209,60.50040774161826
1210,75.49867609556253
1211,78.50113960374108
1212,17.497404815918618
1213,51.500033472833664
1214,29.497624103762604
1215,69.50077607494822
1216,41.49787640908383
1217,15.497373648552115
1218,94.5017764117639
1219,21.49747266590009
1220,0.49741002094229003
1221,84.49890029960918
1222,81.50125985933838
1223,18.498568885171277
1224,87.49897585552986
1225,21.49747266590009
1226,16.498471065585967
1227,84.50137969728053
1228,29.49908092258803
1229,12.498268579845488
1230,86.50145936824771
1231,84.50137969728053
1232,37.49778974299476
1233,29.49908092258803
1234,5.497874975149203
1235,26.498944718740365
1236,65.50061302251336
1237,9.497296731835176
1238,85.49892544201367
1239,91.50165781602797
1240,1.4973072584422384
1241,18.498568885171277
1242,15.498421385297673
1243,54.49817103612839
1244,1.4973072584422384
1245,41.49787640908383
1246,2.4976663100899272
1247,73.50093818240967
1248,6.497936342785751
1249,5.497270064057115
1250,96.49920470142925
1251,15.498421385297673
1252,64.5005721016592
1253,70.50081668722245
1254,28.499035753899648
1255,77.49872557904894
1256,1.4973072584422384
1257,1.4975777829066887
1258,46.49982240171547
1259,92.49910260654778
1260,50.498078559134534
1261,68.49850460178885
1262,88.4990011251621
1263,76.50105918938979
1264,93.5017369177632
1265,98.49925596691222
1266,9.498108305228525
1267,81.50125985933838
1268,28.499035753899648
1269,21.49747266590009
1270,4.497269495406533
1271,14.498371122123071
1272,27.497584670535296
1273,74.50097857084108
1274,59.49828853622061
1275,16.498471065585967
1276,79.50117973680133
1277,90.50161820704358
1278,63.50053111475397
1279,34.4977263042669
1280,36.49776843790718
1281,75.49867609556253
1282,54.49817103612839
1283,58.49826487893794
1284,7.497279648839259
1285,30.499125874665175
1286,97.50189467345425
1287,68.49850460178885
1288,21.498712364735773
1289,45.49977987552823
1290,52.500075396843144
1291,88.50153886958503
1292,78.50113960374108
1293,21.49747266590009
1294,22.498759451155845
1295,93.49912807430573
1296,47.49986481949906
1297,84.50137969728053
1298,54.49817103612839
1299,38.49781119836647
1300,50.499991455967425
1301,97.49923031647197
1302,45.49796514225197
1303,24.49885266141529
1304,94.5017764117639
1305,13.497344822546621
1306,16.497388967728163
1307,59.49828853622061
1308,9.498108305228525
1309,73.49862682037221
1310,95.50181586865887
1311,38.49781119836647
1312,29.49908092258803
1313,59.500366474060414
1314,39.49783279812755
1315,39.49783279812755
1316,87.50149913975292
1317,81.50125985933838
1318,32.49768485363869
1319,37.49778974299476
1320,10.498162754999257
1321,54.500158976830924
1322,44.499737237303115
1323,30.497644151149814
1324,36.49939158469388
1325,2.4976663100899272
1326,41.499608610838976
1327,47.49986481949906
1328,41.49787640908383
1329,67.50069467208539
1330,14.497358912262357
1331,57.498241298217536
1332,49.499949343444364
1333,55.49819437464984
1334,35.49934773372585
1335,44.49794278101273
1336,74.50097857084108
1337,30.499125874665175
1338,14.497358912262357
1339,58.49826487893794
1340,48.49990713232084
1341,98.49925596691222
1342,39.49952222286656
1343,48.49990713232084
1344,60.50040774161826
1345,62.50049006021864
1346,24.497527367613607
1347,44.49794278101273
1348,6.497936342785751
1349,1.4975777829066887
1350,59.500366474060414
1351,13.497344822546621
1352,28.497604272986656
1353,65.50061302251336
1354,86.50145936824771
1355,25.497546203085502
1356,73.49862682037221
